Last_name,Name,Gender,Date_birth,Position,City,Address,Phone,Email
Юрченко,Єлисавета,Female,1968-07-31,Кіноактор,селище Іллінці,"площа Локомотивний 3-й, буд. 80 кв. 51, Ровеньки, 69597",836 53 50,tovstolisbohdan@example.net
Ірванець,Ярослав,Male,1973-03-14,Краєзнавець,місто Рені,"сквер Пироговська, буд. 48, Привілля, 42067",034 970-93-50,khomykmykolai@example.net
Ватаманюк,Юстина,Female,2000-09-13,Електрик,селище Олешки,"узвіз Петра Болбочана, буд. 292, Баранівка, 15333",012 554 14 12,iefrem27@example.com
Аронець,Богданна,Female,1992-06-05,Диригент,село Залізне,"парк Наявний 1-й, буд. 4 кв. 191, Гайворон, 95849",668 06 52,zinchenkopetro@example.com
Полтавець,Аліна,Female,1978-12-10,Петрограф,селище Ямпіль,"вулиця Сільська, буд. 304 кв. 4, Городня, 95389",074 500-91-68,myron12@example.net
Шовкопляс,Михайлина,Female,2007-02-22,Паблік рилейшнз,селище Скалат,"провулок Тещин міст, буд. 9, Дніпро, 28416",071 879 39 06,arkadii95@example.net
Канівець,Марина,Female,2002-03-16,Астронавт,місто Селидове,"шосе Кафедральна, буд. 454 кв. 03, Великі Мости, 90894",917-33-39,gdavydenko@example.org
Вобла,Надія,Female,1984-03-31,Ді-джей,село Оріхів,"узвіз Об'їзна дорога, буд. 7 кв. 322, Рудки, 58978",502 76 97,snizhana96@example.net
Гук,Пріска,Female,1943-03-20,Електромонтер,село Берегове,"провулок Естонський, буд. 412 кв. 2, Гірник, 97715",412-28-09,izasiadko@example.net
Шаблій,Демʼян,Male,1955-12-14,Епідеміолог,селище Хмільник,"провулок Савранський, буд. 7, Бережани, 11805",105-08-91,larysa21@example.org
Валенко,Ганна,Female,1948-02-21,Археолог,село Суходільськ,"провулок Металістів, буд. 0 кв. 805, Буринь, 57295",063 206 31 94,teodor00@example.net
Дутка,Марʼяна,Female,1998-02-22,Провізор,селище Золочів,"проспект Кобзаря, буд. 0, Миколаївка, 10723",+380 (02) 786-38-84,larysalazarenko@example.org
Шморгун,Симон,Male,1947-01-01,Модельєр,хутір Бурштин,"проспект Пересипська 10-та, буд. 51 кв. 965, Вашківці, 51805",+380 14 410 26 40,pavlo31@example.net
Верменич,Марія,Female,1979-12-18,Ювелір,місто Калинівка,"шосе Матеріальний 1-й, буд. 3, Житомир, 04007",+380 56 355-38-55,feofanderhach@example.com
Ґалаґан,Опанас,Male,1962-06-24,Фрілансер,селище Єнакієве,"шосе Фестивальний, буд. 745 кв. 06, Канів, 19486",+380 (67) 998-47-89,iustynashylo@example.com
Приймак,Ігнат,Male,1973-04-12,Етнограф,селище Боярка,"сквер Технічний, буд. 45, П'ятихатки, 37311",+380 (82) 335-46-57,markoverkhovynets@example.com
Твердохліб,Марина,Female,1963-01-09,Історик,село Святогірськ,"площа Стражеска Миколи, буд. 3, Заставна, 82473",+380 40 236-47-40,kozachenkoleontii@example.com
Христич,Аліна,Female,1955-01-27,Шериф,хутір Радивилів,"сквер Лірний, буд. 45 кв. 27, Прилуки, 54482",+380 (41) 548-00-94,kyrylo25@example.com
Венгринович,Трохим,Male,1958-03-17,Євнух,хутір Бобровиця,"проспект Короткий, буд. 346, Оріхів, 16867",+380 16 282-93-83,violetta09@example.com
Гавриш,Охрім,Male,1955-03-29,Будник,село Шепетівка,"вулиця Олександра Мурашка, буд. 7, Гірник, 64426",231 82 64,darynachuiko@example.com
Гузь,Ігнат,Male,1954-06-17,Науковець,хутір Луцьк,"парк Привозна, буд. 593 кв. 252, Хрустальний, 50861",+380 83 682-35-65,nestaikoparmen@example.net
Левченко,Варфоломій,Male,1992-02-14,Будник,місто Енергодар,"парк Східчастий, буд. 34, Новгород-Сіверський, 51637",146 87 43,ybaran@example.org
Скопенко,Охрім,Male,1968-04-09,Паблік рилейшнз,місто Сімферополь,"парк Бориса Нечерди, буд. 418, Шумськ, 63262",014 898-31-20,ybazavluchenko@example.org
Арсенич,Тетяна,Female,1964-08-30,Ботанік,місто Городенка,"проспект Почаївська, буд. 5, Городня, 52673",039 586-79-50,babarychenkoboryslav@example.org
Примаченко,Анастасія,Female,2002-06-07,Кінолог,селище Балта,"парк Вапняне селище, буд. 595, Снятин, 06003",070 031 74 30,akarpa@example.com
Дрозденко,Оксенія,Female,1980-12-03,Кухар,місто Бердичів,"вулиця Сосюри, буд. 0 кв. 582, Молочанськ, 20047",+380 24 322-41-17,myroslav74@example.com
Чумаченко,Тарас,Male,1950-10-14,Бізнесмен,село Довжанськ,"сквер Хутірська, буд. 988, Калинівка, 68439",060 658 45 31,vasylynalukash@example.org
Деряжний,Валентин,Male,1997-07-21,Секретар,село Василівка,"узвіз Скляна, буд. 98 кв. 73, Слов'янськ, 40640",+380 61 508-34-16,martyn89@example.net
Рубан,Кирило,Male,1982-02-10,Художник,село Вилкове,"сквер Ждахи, буд. 042, Одеса, 70668",+380 24 355 45 66,skorobohatkomyroslav@example.net
Ющенко,Аркадій,Male,1967-01-18,Епідеміолог,хутір Болехів,"шосе Географічний, буд. 681, Щастя, 31221",+380 (34) 445-07-55,andriiandriiovych@example.net
Верхола,Оксана,Female,1966-07-01,Реставратор,село Кам'янка (Черкаська область),"узвіз Альпіністів, буд. 49, Білицьке, 95795",955 94 78,hupaloazar@example.org
Павличенко,Маруся,Female,1961-07-01,Антрополог,селище Охтирка,"сквер Чигиринська, буд. 7, Балта, 15991",098 08 84,ktelychenko@example.com
Верес,Костянтин,Male,2004-03-22,Фотограф,село Саки,"набережна Ярмарковий, буд. 5, Нікополь, 44852",+380 77 325-68-33,naleksandrenko@example.net
Зайченко,Галина,Female,2005-01-20,Медик,хутір Кобеляки,"провулок Перлинна, буд. 815 кв. 37, Гірник, 52152",+380 (90) 491-81-85,tymofiideisun@example.com
Засенко,Григорій,Male,2008-05-06,Піаніст,хутір Нова Каховка,"парк Соціальна, буд. 6, Берестечко, 17933",390-29-76,ekabaliuk@example.org
Гупало,Єва,Female,1979-05-20,Фармацевт,село Болехів,"проспект Молоді, буд. 51 кв. 469, Соснівка, 93955",+380 39 173-82-20,vkhrystenko@example.org
Фастенко,Едита,Female,1994-01-27,Медик,місто Деражня,"площа Тираспольська, буд. 36, Дубно, 66990",035 417-87-24,iaroshruslan@example.com
Шамрай,Геннадій,Male,1980-08-24,Бухгалтер,селище Ірпінь,"площа Вокзальна, буд. 3, Балаклія, 89716",+380 51 639-04-82,alevtyn63@example.net
Пустовіт,Леонтій,Male,1955-05-06,Будник,селище Калинівка,"провулок Аеродромна, буд. 13 кв. 746, Решетилівка, 90404",996-30-62,shukhevychorysia@example.com
Їжакевич,Георгій,Male,1988-04-21,Круп'є,місто Полонне,"узвіз Немировича-Данченка, буд. 32 кв. 585, Ворожба, 65370",+380 43 827-93-58,xhohol-ianovska@example.com
Корж,Богданна,Female,1974-04-18,Стропальник,місто Кілія,"проспект Сергія Параджанова, буд. 226 кв. 470, Волочиськ, 38646",099 919-88-04,boryszakusylo@example.com
Орлик,Тимофій,Male,1962-03-16,Підприємець,село Багачеве,"проспект Ботанічний, буд. 7 кв. 31, Звенигородка, 25535",127 60 57,artemonyshchenko@example.com
Макаренко,Златослава,Female,1962-05-24,Композитор,село Косів,"площа Волова, буд. 98 кв. 4, Корець, 29822",+380 62 890-96-18,liliia67@example.com
Чекалюк,Богодар,Male,1964-11-17,Швачка,селище Голубівка,"проспект Квітковий, буд. 909, Зміїв, 95240",829 39 51,ustymhres@example.net
Бараник,Миколай,Male,1949-10-06,Програміст,хутір Новогродівка,"вулиця Аграрна, буд. 2 кв. 9, Олександрівськ, 28794",+380 58 165-05-75,stefanvasylevych@example.org
Лесик,Богданна,Female,1988-08-11,Мірошник,місто Сокологірськ,"парк Золотий берег, буд. 672, Лиман, 57941",+380 32 810-48-60,feofanchervonenko@example.com
Ісаєвич,Варфоломій,Male,1941-02-12,Астроном,хутір Мена,"проспект Скляний 3-й, буд. 01, Копичинці, 83215",+380 (33) 651-55-35,zhaivoronska@example.org
Рак,Леонід,Male,2006-03-26,Електрослюсар,селище Ямпіль,"набережна Ковиловий, буд. 8, Апостолове, 17027",019 610 05 97,viktoriia61@example.com
Фесенко,Ростислав,Male,1998-01-14,Паралегал,селище Новий Розділ,"набережна Миколи Куліша, буд. 139 кв. 940, Голубівка, 54461",065 611 47 39,deinekopetro@example.net
Яковенко,Гаврило,Male,1948-03-02,Дантист,село Вараш,"сквер Залізничний 3-й, буд. 9 кв. 733, Докучаєвськ, 94036",534 99 95,vdovenkovitalii@example.com
Забашта,Симон,Male,1943-01-28,Гицель,місто Севастополь,"сквер Отамана Головатого, буд. 59 кв. 4, Бердичів, 03666",164-70-44,myronfilipenko@example.net
Вівчаренко,Леопольд,Male,1940-09-04,Архітектор,хутір Селидове,"вулиця Полтавська, буд. 32 кв. 5, Бровари, 76701",+380 14 469-34-53,orkhyp81@example.com
Лазаренко,Людмила,Female,1972-01-21,Електрик,село Буча,"шосе 9-та Лінія Дачі Ковалевського, буд. 471, Білопілля, 64263",056 131 09 68,snizhanavernyhora@example.com
Верхола,Пармен,Male,1985-06-08,Фермер,селище Канів,"площа Івасюка Володимира, буд. 68, Середина-Буда, 54613",+380 48 635 66 05,zabaradaryna@example.net
Ісаєвич,Семен,Male,1945-12-09,Живописець,селище Лутугине,"парк Десята, буд. 93, Бровари, 16564",038 649 54 14,sofiia83@example.com
Шовкопляс,Леонід,Male,1963-06-30,Бібліотекар,селище Гнівань,"сквер Юрія Олеші, буд. 432 кв. 9, Шахтарське, 48534",+380 73 501-71-12,khrystyna48@example.org
Рябченко,Ірена,Female,1993-09-12,Машиніст,село Кагарлик,"сквер Рожева, буд. 918 кв. 72, Мена, 25285",+380 41 705 11 62,vitalii60@example.com
Чумаченко,Тереза,Female,1977-11-22,Гінеколог,хутір Біляївка,"шосе В’ячеслава Чорновола, буд. 10, Верхньодніпровськ, 62165",899 43 35,iustymsirko@example.com
Баранець,Аврелій,Male,2000-12-07,Нотаріус,хутір Городня,"парк 1-ша Лінія Марії Демченко, буд. 14, Жовква, 05394",176 60 98,darahandemian@example.org
Венгринович,Георгій,Male,1956-07-23,Електрослюсар,селище Остер,"провулок Велика Арнаутська, буд. 505, Кам'янське, 13299",+380 41 333-15-92,dokhrimenko@example.net
Скирда,Гордій,Male,1962-09-09,Швачка,селище Херсон,"узвіз Привокзальний, буд. 07 кв. 76, Хотин, 87503",053 106-07-80,sychmilena@example.com
Гавришкевич,Наталія,Female,2005-02-02,Мовознавець,місто Лебедин,"вулиця Гена Іоганна, буд. 3 кв. 561, Чистякове, 91690",+380 (54) 343-32-71,orkhyp57@example.com
Вахній,Лукʼян,Male,1952-03-02,Зоолог,селище Світлодарськ,"площа Леоніда Осики, буд. 5 кв. 83, Христинівка, 09363",030 950-05-94,eibozhenkodemyd@example.net
Кармалюк,Степан,Male,1952-04-09,Гірник,хутір Підгайці,"проспект Лузанівський 2-й, буд. 893 кв. 5, Городок, 58575",143 69 67,khoma08@example.org
Рубан,Данна,Female,2003-09-28,Штукатур,хутір Гайсин,"проспект Леоніда Осики, буд. 821, Старокостянтинів, 04553",+380 00 675 92 38,aaron69@example.org
Затовканюк,Георгій,Male,1945-10-02,Кінорежисер,хутір Батурин,"набережна Амундсена, 3-й, буд. 25, Умань, 91669",716 80 80,qdanylchuk@example.org
Чабан,Юстим,Male,2002-09-06,Історик,місто Апостолове,"узвіз Амбулаторна, буд. 34 кв. 14, Кропивницький, 53896",+380 37 407-72-85,balabanartem@example.com
Єсипенко,Борис,Male,1997-01-30,Філолог,село Долина,"проспект Чорноморський 11-й, буд. 0 кв. 86, Токмак, 96980",009 173-30-94,darynaostapchuk@example.net
Забарний,Стефан,Male,1953-12-08,Мірошник,місто Краматорськ,"проспект Весела, буд. 27 кв. 891, Гадяч, 50166",+380 17 738-62-87,priska52@example.com
Швачко,Йосип,Male,1992-12-25,Мовознавець,місто Васильків,"парк Лиманчик 2-й Лінія 2-га, буд. 56 кв. 895, Ржищів, 15569",992-33-65,milena65@example.com
Бандурка,Ольга,Female,2005-11-05,Електромонтер,село Іллінці,"парк Військово-морських сил, буд. 8, Амвросіївка, 95128",+380 91 643 75 10,ievareva@example.org
Верховинець,Олесь,Male,2005-05-31,Програміст,місто Ізяслав,"вулиця Лінія 54-та, буд. 711, Попасна, 13499",063 176 82 81,valentynaiarosh@example.org
Хорішко,Дан,Male,2006-02-02,Конструктор,селище Глобине,"провулок Регенсбург, буд. 0 кв. 48, Тлумач, 44724",+380 48 415-69-27,telizhenkoadam@example.org
Тиха,Пріска,Female,1944-06-21,Музикознавець,місто Таврійськ,"шосе Слобідський узвіз, буд. 373, Стрий, 72197",045 846 82 03,varvara46@example.net
Гресь,Семен,Male,2005-07-29,Дерун,село Кобеляки,"сквер Балтський 4-й, буд. 986 кв. 58, Привілля, 17588",+380 99 833-87-75,revamartyn@example.net
Штепа,Богуслава,Female,1949-02-23,Штукатур,хутір Скадовськ,"узвіз Буджацька, буд. 388, Авдіївка, 11100",+380 55 669 40 44,kbebeshko@example.com
Рак,Іван,Male,2004-06-20,Фермер,селище Новий Калинів,"набережна Скляний 2-й, буд. 6 кв. 230, Луцьк, 17520",780-38-05,romanpetrenko@example.org
Редько,Зорян,Male,1964-05-29,Підприємець,хутір Джанкой,"парк Жевахова, буд. 15 кв. 38, Чорнобиль, 66821",024 621 57 34,amvrosiisyrotenko@example.com
Ящук,Захар,Male,1980-03-01,Круп'є,місто Житомир,"набережна Семена Яхненка, буд. 61, Перемишляни, 32165",526 55 69,iaremafomenko@example.com
Гупало,Ростислав,Male,1942-04-25,Електрослюсар,місто Вижниця,"площа Лазурського, буд. 009, Херсон, 05367",+380 01 704-00-48,iaryna06@example.net
Сомко,Йосип,Male,1996-11-22,Шериф,село Бунге,"вулиця Промислова, буд. 66 кв. 80, Городок, 92617",033 164-85-27,hordii16@example.net
Артимишина,Камілла,Female,1967-02-02,Дипломат,хутір Винники,"набережна Корнюшина, буд. 2 кв. 878, Вашківці, 97665",+380 99 425-03-13,vasylpustovit@example.net
Абрамчук,Феофан,Male,1939-05-27,Реабілітолог,місто Вугледар,"сквер Лазурний 5-й, буд. 98, Тисмениця, 74993",007 563-19-36,kovalenkostanislav@example.com
Товстоліс,Олег,Male,1992-02-11,Футболіст,селище Рахів,"шосе Морський 2-й, буд. 9 кв. 17, Гуляйполе, 12871",+380 45 734-29-25,irvanetsolena@example.org
Килимник,Михайлина,Female,1972-08-14,Співак,село П'ятихатки,"вулиця Крижанівський, буд. 3, Глиняни, 44759",+380 84 052-92-85,okhrimiurchuk@example.com
Іванченко,Едита,Female,1954-01-19,Юрист,місто Гребінка,"провулок Академічний, буд. 053, Кобеляки, 52409",134 18 67,edyta57@example.org
Теліженко,Єлисей,Male,1990-03-04,Доцент,село Рогатин,"узвіз Східний 1-й, буд. 06, Старий Самбір, 61964",056 873-57-71,zlemeshko@example.net
Деряжна,Валентина,Female,1995-07-17,Професор,хутір Рівне,"узвіз Гена Іоганна, буд. 53, Кам'янка-Дніпровська, 24053",+380 54 159-33-24,ybabenko@example.net
Овчаренко,Мирон,Male,1939-01-07,Музикант,хутір Лохвиця,"проспект Соляний 1-й, буд. 5, Чернівці, 03130",716 54 57,adashablii@example.com
Бгиденко,Дмитро,Male,1971-11-28,Випробувач,місто Новгород-Сіверський,"площа Миколаївський 1-й, буд. 98 кв. 72, Красноперекопськ, 90724",078 982 75 45,pshcherbak@example.com
Смик,Мирослав,Male,1990-06-02,Юрист,селище Карлівка,"площа Рятувальників, буд. 0, Корсунь-Шевченківський, 22218",418-51-83,albertvernydub@example.org
Шутько,Віолетта,Female,1961-01-30,Художник,місто Інкерман,"провулок Оранжерейний, буд. 15 кв. 24, Лубни, 35334",+380 96 361 87 23,tlytvyn@example.com
Батюк,Леонтій,Male,1947-10-08,Електрослюсар,селище Монастириська,"площа Леся Курбаса, буд. 191, Покровськ, 12866",192-00-48,dzyndramartyn@example.net
Жайворон,Симон,Male,1958-09-18,Няня,хутір Бурштин,"узвіз Аркадіївський, буд. 05, Теплодар, 21130",791-03-83,feofantsybulenko@example.net
Акименко,Руслан,Male,1978-06-23,Мірошник,село Мерефа,"парк Обільний 2-й, буд. 83 кв. 44, Решетилівка, 15829",+380 43 651 89 97,demydenkooleksa@example.net
Башполченко,Аніта,Female,1991-12-31,Кіноактор,селище Мостиська,"провулок Балтський 3-й, буд. 8 кв. 56, Дубровиця, 75463",009 787 74 44,deriazhnyikyrylo@example.net
Дробʼязко,Пармен,Male,1990-01-02,Стиліст,хутір Мена,"вулиця Трибуни героїв, буд. 44 кв. 7, Сколе, 39656",+380 09 698-20-91,semen92@example.com
Авдєєнко,Наталія,Female,1948-12-25,Геолог,селище Шпола,"шосе Богуна, буд. 742, Збараж, 36088",+380 25 424 86 13,giarosh@example.net
Джус,Адам,Male,1983-03-01,Гірничий інженер,хутір Хрестівка,"сквер Морехідна, буд. 03 кв. 6, Бориспіль, 01122",+380 43 133 69 62,tfareniuk@example.com
Щорс,Феофан,Male,1955-12-23,Антрополог,місто Миколаївка,"парк Політкаторжан, буд. 9 кв. 22, Зміїв, 34335",+380 18 880 21 36,tymchukmilena@example.com
Байдак,Марʼяна,Female,2002-07-05,Менеджер,хутір Красноперекопськ,"вулиця Шебелінський, буд. 739, Буча, 62789",475 01 26,otereshchenko@example.org
Червоненко,Захар,Male,1963-07-02,Агроном,село Калинівка,"площа Петра Біциллі, буд. 66, Родинське, 37539",+380 (13) 420-74-98,iustynazakharchenko@example.com
Козак,Ярослав,Male,2005-10-26,Піаніст,місто Армянськ,"площа 19-й км Старокиївської дороги, буд. 0 кв. 6, Полонне, 54081",015 640-16-76,larysa93@example.org
Назаренко,Йосип,Male,1984-02-26,Конструктор,селище Бучач,"сквер Дігтярна, буд. 567, Мерефа, 19216",+380 65 491-93-38,bohuslavbashpolchenko@example.net
Онуфрієнко,Тетяна,Female,1944-05-29,Електрик,хутір Жашків,"проспект Грецька, буд. 8, Довжанськ, 87644",+380 (38) 822-95-28,vitaliideineko@example.org
Твердохліб,Гліб,Male,1968-03-01,Агроном,місто Надвірна,"вулиця Херсонський, буд. 76, Сорокине, 75594",040 129-13-41,nshcherban@example.com
Парасюк,Іван,Male,1961-07-20,Реабілітолог,хутір Умань,"проспект Балківська, буд. 6, Рені, 52698",855-30-83,sviatoslava36@example.com
Шамрай,Соломон,Male,1952-08-06,Фізик,селище Красилів,"проспект Манежний, буд. 6 кв. 0, Городок, 71545",077 890-33-89,fsheremeta@example.org
Гриценко,Світлана,Female,1983-05-04,Пекар,місто Кам'янець-Подільський,"шосе Оранжерейний, буд. 376 кв. 48, Зимогір'я, 52348",033 427-35-94,lizaveres@example.com
Бездітко,Христина,Female,1971-07-11,Музикант,хутір Калуш,"набережна Західний 3-й, буд. 7 кв. 974, Яворів, 16799",+380 29 682-46-67,uivanenko@example.com
Дуплій,Ярина,Female,1993-03-03,Епідеміолог,селище Білопілля,"вулиця Тупиковий 1-й, буд. 0 кв. 639, Рубіжне, 46308",+380 16 089-64-57,ishchors@example.org
Чорновіл,Олександр,Male,1945-02-12,Математик,село Новомиргород,"набережна Опішнянський, буд. 2, Гребінка, 62444",+380 (19) 703-41-01,alytvyn@example.com
Їжакевич,Хома,Male,1999-11-10,Візажист,хутір Зимогір'я,"провулок Конструкторський, буд. 0, Болехів, 43330",+380 17 211-70-42,usykvadym@example.com
Чумак,Аарон,Male,2004-03-23,Геофізик,село Кривий Ріг,"узвіз Пассіонарії, буд. 7, Роздільна, 53564",+380 99 956-01-90,klaba@example.org
Верес,Емілія,Female,1994-11-29,Публіцист,хутір Берестин,"парк Аеродромний 3-й, буд. 919 кв. 677, Середина-Буда, 68337",023 389 35 39,pylypsatsiuk@example.net
Міщенко,Олег,Male,1971-10-15,Дипломат,селище Ніжин,"площа Тополина, буд. 9, Золотоноша, 53579",+380 35 509-02-55,ustelmakh@example.org
Юрченко,Едита,Female,1940-08-21,Конструктор,селище Вижниця,"парк Скляний 3-й, буд. 8 кв. 680, Куп'янськ, 11578",+380 55 124-92-32,fzharko@example.net
Кармалюк,Гліб,Male,1951-03-15,Диригент,село Попасна,"шосе Дерибасівська, буд. 1 кв. 91, Саки, 53129",010 994-07-86,dbazavluchenko@example.com
Батуринець,Амвросій,Male,2003-10-28,Ветеринар,селище Кролевець,"вулиця Петра Лещенка, буд. 832, Перевальськ, 24818",383 91 09,ihorskyba@example.com
Андрієнко,Володимир,Male,1999-11-20,Хімік,місто Роздільна,"сквер Любашівський, буд. 2, Батурин, 24677",449-86-76,roman37@example.com
Іваничук,Мирон,Male,1984-01-03,Детектив,село Рожище,"вулиця Тролейбусна, буд. 5 кв. 46, Радехів, 99207",621 90 46,cpustovit@example.org
Сич,Мирослав,Male,1981-07-24,Живописець,хутір Докучаєвськ,"вулиця Західний 4-й, буд. 43, Заліщики, 32800",533 74 04,oiatseniuk@example.org
Байдак,Єлисавета,Female,2007-07-27,Дипломат,селище Чугуїв,"вулиця Кладовищний, буд. 0, Федорівка, 32334",+380 69 474 80 25,mykhailo71@example.com
Товстуха,Марина,Female,1962-01-02,Флорист,місто Галич,"сквер Соціальна, буд. 53, Хмельницький, 45433",+380 61 665 31 69,vernydubnazar@example.net
Романенко,Надія,Female,1963-07-24,Соціолог,місто Кадіївка,"проспект Бейтельсбахера, буд. 6, Зіньків, 65424",274-31-17,vitrukada@example.org
Аронець,Роксолана,Female,1944-01-21,Епідеміолог,село Пологи,"узвіз Дворникова, буд. 7 кв. 906, Тетіїв, 62237",+380 69 223 82 14,nieresko@example.com
Алексеєнко,Ярина,Female,1987-06-03,Продюсер,місто Теребовля,"сквер Лінія 51-ша, буд. 3, Сколе, 71487",+380 39 907-31-05,nierchenko@example.net
Конопленко,Симон,Male,1999-11-30,Модельєр,місто Білопілля,"сквер Тупиковий 1-й, буд. 17, Глобине, 26890",+380 (59) 336-10-65,antontytarenko@example.org
Бабʼяк,Єва,Female,1957-08-07,Няня,хутір Калуш,"вулиця Весняна, буд. 395, Єнакієве, 20377",058 247 19 85,shvachkaparmen@example.com
Скирда,Іван,Male,1950-12-27,Будник,хутір Селидове,"шосе Український 3-й, буд. 373 кв. 64, Пологи, 61966",017 190 47 32,fshovkoplias@example.org
Гупало,Володимир,Male,1979-08-01,Детектив,хутір Бровари,"узвіз Лютневий 2-й, буд. 338 кв. 08, Гірник, 17119",+380 64 490 17 56,maksym86@example.org
Пилипенко,Данило,Male,1945-05-01,Журналіст,село Вараш,"узвіз Журавлина, буд. 71, Суми, 56868",010 820-94-07,stanislavbaklan@example.org
Єрошенко,Кирило,Male,1999-06-14,Гірник,хутір Одеса,"шосе Геологічна, буд. 4 кв. 877, Бердичів, 78319",512 27 41,leonidiemets@example.org
Ткач,Єфрем,Male,1961-04-04,Електромонтер,село Зугрес,"сквер Безіменний, буд. 2, Полонне, 40069",+380 (96) 373-37-49,sdashenko@example.com
Забарний,Аврелій,Male,1974-11-09,Головний меркшейдер,місто Камінь-Каширський,"парк Аеродромний 3-й, буд. 414 кв. 73, Хуст, 77030",044 327-02-10,ivan22@example.net
Цимбал,Святослав,Male,1979-08-26,Кінокритик,хутір Немирів,"узвіз Балтський 2-й, буд. 722, Свалява, 22770",+380 27 484 61 70,nazarhavrylyshyna@example.net
Дубенко,Едита,Female,1954-08-15,Нотаріус,хутір Дунаївці,"парк Майка Йогансена, буд. 50 кв. 4, Чернівці, 30231",099 592-45-92,amvrosiichalenko@example.net
Негода,Тимофій,Male,1989-01-22,Професор,селище Радомишль,"шосе Лірний, буд. 489, Яготин, 96485",+380 53 045 54 74,leontsushko@example.com
Цюцюра,Тарас,Male,1985-11-29,Економіст,селище Суходільськ,"площа Давида Бурлюка, буд. 707 кв. 164, Гайсин, 89279",297-95-33,martyn81@example.com
Хоменко,Оксана,Female,1998-05-22,Гірничий інженер,хутір Здолбунів,"вулиця Усатівська, буд. 2 кв. 959, Федорівка, 77915",+380 42 414 69 46,wmykhaliuk@example.net
Носаченко,Камілла,Female,1969-07-09,Фольклорист,хутір Підгородне,"вулиця Тараса Кузьміна, буд. 02, Чигирин, 50445",+380 38 206-73-68,allaatamaniuk@example.com
Кальченко,Софія,Female,1974-08-14,Астроном,село Баранівка,"сквер Старокінний, буд. 3, Ічня, 05192",+380 87 108 00 67,derkachsvitlana@example.com
Кириленко,Стефан,Male,1958-12-12,Конструктор,село Перечин,"узвіз Кордонний, буд. 9, Люботин, 45294",+380 00 499 92 84,solomonzakusylo@example.com
Андрійчук,Наталія,Female,1953-04-26,Стоматолог,місто Тернопіль,"вулиця Чумацька, буд. 03 кв. 322, Сторожинець, 24468",+380 (78) 983-92-93,lesishchenko@example.com
Ляшко,Едуард,Male,1951-09-09,Промисловець,хутір Бахмач,"сквер Барвінковий, буд. 59 кв. 05, Охтирка, 59840",019 458 94 61,veniiamynrubets@example.com
Рябченко,Георгій,Male,1993-01-15,Кушнір,місто Богуслав,"узвіз Ліверпульський, буд. 964 кв. 12, Новий Буг, 31386",111 03 76,alevtynarkhymovych@example.org
Козаченко,Альбіна,Female,1990-04-24,Бухгалтер,хутір Новоград-Волинський,"парк Цементний, буд. 874 кв. 1, Скалат, 98378",649-91-70,oksana31@example.net
Базилевич,Гліб,Male,1950-02-08,Агроном,селище Біляївка,"проспект Агрономічна, буд. 52 кв. 226, Кам'янка-Бузька, 37051",+380 57 009 13 84,bohuslavazubko@example.com
Іванченко,Устим,Male,1988-01-22,Співак,хутір Нова Каховка,"набережна Улицька, буд. 6 кв. 91, Немирів, 51108",689-79-89,ada69@example.org
Дуплій,Августин,Male,1981-01-31,Бізнесмен,хутір Подільськ,"шосе Кругова, буд. 2 кв. 745, Старобільськ, 31708",947 82 23,khomabandera@example.com
Ткаченко,Назар,Male,1972-10-04,Фольклорист,хутір Жданівка,"сквер Кільцева, буд. 7, Березань, 45315",445-00-98,dannagerus@example.org
Дейсун,Пріска,Female,1975-12-05,Фотограф,хутір Авдіївка,"узвіз Туристська, буд. 964 кв. 570, Вільногірськ, 51126",961 04 75,chumachenkoanita@example.com
Дзиндра,Аарон,Male,1953-06-06,Фольклорист,хутір Костопіль,"провулок Дур'янівський, буд. 37 кв. 50, Корюківка, 28858",+380 (56) 843-97-65,odankiv@example.net
Корж,Емілія,Female,1939-11-08,Кінокритик,хутір Вижниця,"узвіз Люстдорфський, буд. 6, Тиврів, 83229",+380 (92) 479-81-91,vasylynazasukha@example.com
Устенко,Зорян,Male,1969-01-08,Професор,місто Миколаїв,"узвіз Маловського, буд. 4 кв. 507, Токмак, 50402",+380 33 473-10-99,varfolomii72@example.com
Демʼянюк,Емілія,Female,1986-06-20,Намотувальник,село Звенигородка,"проспект Рачкова, буд. 32, Каховка, 87906",699-37-50,anastasiiabashpolchenko@example.com
Асаула,Надія,Female,1949-07-01,Швачка,місто Збараж,"узвіз Красива, буд. 5 кв. 0, Ковель, 91325",094 277 83 95,yfastenko@example.org
Бабенко,Микита,Male,1971-01-27,Бібліотекар,село Сімферополь,"парк Старицького, буд. 95, Борзна, 54332",+380 00 176 55 72,lishchak@example.net
Дерегус,Лукʼян,Male,1972-12-05,Археолог,село Верхньодніпровськ,"вулиця Байгородський, буд. 326, Заводське, 56379",039 466 42 90,anton05@example.com
Вишивана,Алла,Female,1972-10-13,Дипломат,селище Могилів-Подільський,"узвіз 6-та Лінія 6-й ст. Люстдорфської дороги, буд. 1 кв. 15, Вуглегірськ, 12780",+380 (33) 845-36-65,orynariaboshapka@example.org
Байрак,Хома,Male,1989-07-14,Ювелір,місто Джанкой,"площа Косовська, буд. 6, Ківерці, 74432",+380 26 494-24-94,ihnatilchenko@example.com
